id,age,experience_years,education_level,hours_per_week,annual_income,credit_score,will_purchase
4960,50,27,PhD,58,40866,698,0
4961,37,16,Bachelors,47,87807,674,1
4962,20,2,HighSchool,22,39806,677,0
4963,66,42,HighSchool,23,75094,555,0
4964,49,30,Bachelors,22,54752,835,1
4965,43,24,PhD,35,52357,638,1
4966,50,25,Masters,25,35036,631,0
4967,44,26,Masters,60,88775,670,1
4968,39,15,Bachelors,44,33087,661,0
4969,18,0,Bachelors,51,35795,653,0
4970,58,39,Masters,48,86757,687,1
4971,31,8,PhD,38,58952,659,1
4972,64,46,Bachelors,23,84485,555,0
4973,51,28,HighSchool,36,57400,696,1
4974,53,32,PhD,49,82152,615,1
4975,48,26,HighSchool,47,52228,708,1
4976,44,19,Masters,24,59219,603,1
4977,49,30,HighSchool,47,64767,720,1
4978,40,17,PhD,33,61647,648,1
4979,66,47,HighSchool,60,88662,610,1
4980,27,9,HighSchool,28,22539,757,0
4981,40,16,Masters,33,50136,728,1
4982,48,23,Bachelors,21,50860,621,1
4983,49,24,HighSchool,57,71766,518,0
4984,24,1,Masters,55,29099,654,0
4985,24,4,Masters,23,41074,701,0
4986,70,48,Masters,40,94718,653,1
4987,39,17,HighSchool,52,79911,645,1
4988,60,39,PhD,45,72804,612,1
4989,50,25,Bachelors,39,50958,698,1
4990,18,0,Masters,35,5037,630,0
4991,21,3,HighSchool,57,50064,673,1
4992,28,6,Bachelors,21,-6898,659,0
4993,35,16,PhD,56,36295,609,0
4994,38,16,PhD,44,64374,729,1
4995,62,41,Masters,26,50405,632,1
4996,28,8,Masters,29,25537,668,0
4997,43,25,HighSchool,30,61882,663,1
4998,32,10,HighSchool,43,32452,703,0
4999,24,4,Masters,25,22512,578,0
5000,65,47,Masters,26,110105,586,0
5001,28,10,Masters,24,25593,688,0
5002,63,44,Bachelors,33,67448,611,1
5003,53,31,Masters,51,69902,636,1
5004,53,29,Bachelors,46,75760,669,1
5005,43,20,Masters,39,54853,661,1
5006,28,6,Bachelors,36,10213,619,0
5007,30,11,Bachelors,49,48475,677,0
5008,41,23,Bachelors,24,70692,529,0
5009,52,34,Bachelors,44,64862,560,0
5010,69,50,Masters,27,79108,617,1
5011,54,30,HighSchool,44,79292,677,1
5012,68,49,HighSchool,26,97293,533,0
5013,57,37,Masters,44,99296,621,1
5014,27,5,PhD,46,19068,611,0
5015,31,9,HighSchool,22,38519,677,0
5016,23,2,HighSchool,53,66932,751,1
5017,53,34,Masters,20,79814,629,1
5018,23,2,Bachelors,40,23727,592,0
5019,55,37,Masters,39,59231,675,1
5020,44,26,Masters,23,69388,508,0
5021,47,28,Masters,52,59172,662,1
5022,19,0,HighSchool,36,35903,589,0
5023,42,20,Masters,50,77023,734,1
5024,47,24,PhD,58,65607,673,1
5025,64,42,HighSchool,34,90986,850,1
5026,46,24,Masters,59,52097,580,0
5027,51,26,HighSchool,58,79169,631,1
5028,24,3,PhD,59,38970,693,0
5029,58,34,Masters,24,82792,651,1
5030,32,12,PhD,48,27759,784,0
5031,62,44,Masters,51,101553,618,1
5032,23,5,HighSchool,21,52671,647,1
5033,59,36,Masters,46,79069,608,1
5034,32,8,HighSchool,44,45626,643,0
5035,35,10,Masters,53,31484,705,0
5036,53,29,Masters,52,70316,676,1
5037,18,0,PhD,26,32713,653,0
5038,47,22,HighSchool,24,19128,708,0
5039,66,45,PhD,40,74455,622,1
5040,30,9,HighSchool,48,38046,644,0
5041,22,0,HighSchool,56,32266,579,0
5042,21,3,Masters,59,74801,673,1
5043,35,13,Masters,25,68816,606,1
5044,39,15,PhD,37,50643,700,1
5045,60,38,PhD,41,71637,679,1
5046,54,35,PhD,21,78389,547,0
5047,41,20,HighSchool,23,42243,749,0
5048,55,35,PhD,60,68564,686,1
5049,64,40,HighSchool,59,57672,668,1
5050,33,14,PhD,33,76066,616,1
5051,66,42,Bachelors,37,57664,645,1
5052,27,6,Masters,53,33548,693,0
5053,60,39,Bachelors,50,73744,591,0
5054,47,28,Masters,25,98946,640,1
5055,35,14,HighSchool,50,64761,615,1
5056,20,0,HighSchool,43,18817,725,0
5057,48,27,Masters,49,61222,628,1
5058,63,44,PhD,28,73245,709,1
5059,69,48,Masters,36,76516,694,1
5060,70,45,HighSchool,26,102290,611,1
5061,58,35,Masters,51,107812,654,1
5062,56,35,Masters,28,42027,670,0
5063,24,0,PhD,57,50978,635,1
5064,26,8,Masters,21,29192,620,0
5065,21,3,HighSchool,25,36735,527,0
5066,25,7,HighSchool,40,26592,683,0
5067,55,30,Bachelors,55,71930,703,1
5068,67,48,Bachelors,25,85553,647,1
5069,61,41,Bachelors,53,98571,567,0
5070,42,24,PhD,50,79389,725,1
5071,31,12,HighSchool,36,35858,575,0
5072,49,24,Bachelors,60,96296,642,1
5073,41,18,PhD,24,42664,627,0
5074,22,2,Bachelors,21,7536,712,0
5075,51,27,Masters,27,55122,653,1
5076,58,37,HighSchool,29,77430,700,1
5077,25,1,Bachelors,47,22216,647,0
5078,58,39,PhD,49,79113,654,1
5079,33,13,Bachelors,56,40518,554,0
5080,64,43,Bachelors,41,104418,765,1
5081,27,3,PhD,26,45685,780,0
5082,33,8,Masters,58,57990,575,0
5083,28,8,Masters,31,51844,610,1
5084,34,12,Masters,53,43501,825,0
5085,69,45,PhD,52,120024,771,1
5086,25,6,Masters,34,40285,722,0
5087,19,1,Masters,55,31370,650,0
5088,39,16,Masters,58,44691,541,0
5089,21,0,Bachelors,50,1130,619,0
5090,21,1,Masters,56,45031,673,0
5091,63,41,PhD,35,72393,656,1
5092,29,5,PhD,21,34344,694,0
5093,50,28,HighSchool,54,72470,608,1
5094,38,15,PhD,49,55640,538,0
5095,68,47,Masters,51,99561,601,1
5096,40,21,Bachelors,36,53759,595,0
5097,23,4,HighSchool,50,19717,464,0
5098,47,29,Bachelors,53,36539,730,0
5099,43,18,PhD,26,60777,690,1
5100,53,31,Bachelors,33,74082,770,1
5101,52,34,Masters,45,77986,645,1
5102,50,30,Bachelors,60,73631,749,1
5103,26,1,Bachelors,30,31496,631,0
5104,48,27,HighSchool,30,54322,611,1
5105,45,22,Masters,54,57031,686,1
5106,48,28,HighSchool,24,39339,559,0
5107,53,31,Bachelors,54,45681,674,0
5108,22,0,Bachelors,51,23245,601,0
5109,31,7,Masters,24,49015,744,0
5110,38,15,Masters,25,44308,637,0
5111,41,22,HighSchool,52,71580,689,1
5112,52,30,Bachelors,28,56054,668,1
5113,62,44,HighSchool,33,39239,764,0
5114,26,6,Bachelors,40,63311,677,1
5115,51,30,HighSchool,32,54607,557,0
5116,70,48,Bachelors,49,87359,691,1
5117,25,1,Bachelors,55,57810,667,1
5118,44,20,Bachelors,27,23706,720,0
5119,45,21,PhD,39,67080,652,1
5120,18,0,Masters,37,35714,636,0
5121,19,0,HighSchool,47,18794,708,0
5122,18,0,Masters,38,34646,589,0
5123,19,0,Masters,26,15174,653,0
5124,55,31,Bachelors,53,81001,650,1
5125,24,5,Masters,20,30812,662,0
5126,57,33,PhD,26,64293,530,0
5127,25,2,Bachelors,41,18545,727,0
5128,62,42,Bachelors,55,99105,625,1
5129,53,32,PhD,48,65588,611,1
5130,35,17,Masters,51,64980,648,1
5131,39,18,Masters,22,49065,620,0
5132,39,19,Masters,40,38774,646,0
5133,29,4,PhD,54,32131,635,0
5134,20,0,HighSchool,48,31108,741,0
5135,33,15,Masters,42,56583,568,0
5136,69,51,PhD,27,97570,586,0
5137,69,47,Bachelors,31,61163,556,0
5138,41,18,Masters,43,46701,624,0
5139,38,15,PhD,48,44807,723,0
5140,56,37,HighSchool,32,83942,443,0
5141,69,48,HighSchool,39,90209,571,0
5142,27,2,Masters,40,36831,544,0
5143,23,0,HighSchool,55,7851,587,0
5144,40,15,HighSchool,26,61674,578,0
5145,28,8,HighSchool,33,46586,754,0
5146,56,32,HighSchool,20,72935,626,1
5147,47,23,HighSchool,28,45922,562,0
5148,51,30,HighSchool,51,65082,798,1
5149,65,46,Bachelors,56,75021,589,0
5150,54,34,PhD,26,45524,530,0
5151,62,38,HighSchool,34,81235,752,1
5152,65,42,Bachelors,52,71717,725,1
5153,53,29,HighSchool,54,72667,596,0
5154,33,8,PhD,35,71286,698,1
5155,54,36,HighSchool,50,79801,742,1
5156,57,35,Masters,40,42652,685,0
5157,60,38,Masters,37,106330,764,1
5158,46,22,Bachelors,47,74640,725,1
5159,39,17,Bachelors,39,55393,519,0
5160,54,35,PhD,21,90792,605,1
5161,33,10,Bachelors,59,12551,632,0
5162,58,40,PhD,58,79832,562,0
5163,45,22,Masters,48,50156,647,1
5164,61,36,Masters,46,63500,541,0
5165,22,0,PhD,53,25703,771,0
5166,37,19,PhD,33,67902,676,1
5167,60,41,PhD,49,90323,641,1
5168,61,40,Masters,21,73618,646,1
5169,50,29,PhD,57,77297,687,1
5170,63,40,Masters,20,74835,695,1
5171,55,32,Bachelors,55,62162,753,1
5172,64,44,Bachelors,25,83905,471,0
5173,70,46,Masters,32,90805,693,1
5174,62,39,HighSchool,38,71950,621,1
5175,56,38,Bachelors,28,85044,639,1
5176,48,23,HighSchool,38,40666,694,0
5177,20,0,Masters,40,16376,729,0
5178,20,0,HighSchool,22,12262,691,0
5179,22,1,PhD,39,29512,812,0
5180,41,19,PhD,45,63086,676,1
5181,53,32,HighSchool,60,89942,734,1
5182,66,48,PhD,40,113620,671,1
5183,24,4,Bachelors,29,49071,601,0
5184,33,15,Masters,44,46739,719,0
5185,62,39,Bachelors,20,86119,623,1
5186,38,15,Masters,23,55685,701,1
5187,63,40,PhD,20,56661,650,1
5188,52,30,Bachelors,34,55660,585,0
5189,30,12,Masters,46,65915,668,1
5190,62,41,PhD,56,70207,721,1
5191,70,50,PhD,56,132934,668,1
5192,29,9,HighSchool,56,13249,708,0
5193,61,43,PhD,26,59652,674,1
5194,45,20,HighSchool,24,72937,621,1
5195,29,11,HighSchool,33,34231,625,0
5196,37,19,PhD,47,31085,563,0
5197,25,1,Bachelors,24,19064,635,0
5198,33,12,HighSchool,58,70294,781,1
5199,68,48,HighSchool,20,89889,609,1
5200,48,29,Bachelors,31,67951,640,1
5201,21,1,Bachelors,52,38565,727,0
5202,65,43,Bachelors,49,88699,590,0
5203,57,34,PhD,54,61126,633,1
5204,28,8,HighSchool,45,46165,688,0
5205,60,42,HighSchool,30,62077,693,1
5206,21,0,Masters,46,29693,586,0
5207,55,32,Bachelors,37,67064,650,1
5208,54,30,HighSchool,47,97886,537,0
5209,46,26,Masters,41,70895,719,1
5210,46,21,Masters,50,27587,654,0
5211,34,16,PhD,20,53820,549,0
5212,35,11,Masters,50,22793,674,0
5213,21,0,HighSchool,29,43594,602,0
5214,56,31,Bachelors,54,68156,716,1
5215,21,1,Bachelors,45,32477,625,0
5216,59,35,Masters,27,69390,651,1
5217,30,5,HighSchool,53,45541,643,0
5218,42,18,HighSchool,32,76817,710,1
5219,59,35,PhD,39,113313,649,1
5220,54,31,HighSchool,29,48040,667,0
5221,25,5,Masters,28,21094,626,0
5222,41,19,HighSchool,45,57939,621,1
5223,56,37,Masters,55,96928,659,1
5224,62,43,PhD,20,68325,536,0
5225,61,37,PhD,26,69346,664,1
5226,47,28,HighSchool,50,71016,628,1
5227,32,11,PhD,55,28293,595,0
5228,56,32,PhD,29,59628,603,1
5229,23,5,Masters,24,61944,737,1
5230,54,36,HighSchool,50,84944,660,1
5231,53,30,HighSchool,31,69995,651,1
5232,40,18,PhD,30,37066,501,0
5233,32,12,HighSchool,25,64313,657,1
5234,57,32,Masters,59,80381,573,0
5235,59,34,Masters,60,81333,743,1
5236,38,13,Masters,36,50838,613,1
5237,27,3,Masters,30,38473,660,0
5238,36,17,Masters,33,46340,657,0
5239,68,45,HighSchool,32,86181,814,1
5240,57,36,PhD,47,81609,582,0
5241,54,29,PhD,54,87874,719,1
5242,42,24,Masters,41,54647,650,1
5243,68,43,Masters,58,74197,545,0
5244,51,29,PhD,53,58689,646,1
5245,55,37,HighSchool,33,100068,615,1
5246,50,26,Bachelors,38,60412,545,0
5247,46,24,Masters,41,81593,666,1
5248,53,29,Bachelors,31,62747,768,1
5249,38,18,PhD,57,83668,745,1
5250,23,5,Masters,24,44265,637,0
5251,61,37,Masters,58,83360,691,1
5252,33,10,PhD,27,29810,649,0
5253,70,45,Bachelors,37,74863,521,0
5254,18,0,Bachelors,29,20053,589,0
5255,27,4,PhD,28,62455,657,1
5256,36,16,PhD,55,71428,566,0
5257,27,8,Masters,50,55938,640,1
5258,64,42,PhD,39,72615,688,1
5259,55,34,PhD,26,49829,660,0
5260,34,9,Bachelors,25,37833,678,0
5261,29,4,Masters,54,52411,666,1
5262,69,49,Bachelors,47,59068,705,1
5263,45,20,PhD,50,53114,699,1
5264,50,28,PhD,38,75752,639,1
5265,18,0,Bachelors,57,80080,638,1
5266,44,26,Masters,58,47376,692,0
5267,39,20,Bachelors,36,46675,687,0
5268,56,38,HighSchool,29,89771,536,0
5269,51,29,Masters,50,57333,605,1
5270,68,45,PhD,27,87123,637,1
5271,41,17,PhD,28,42330,545,0
5272,33,15,PhD,21,36837,597,0
5273,34,16,Masters,34,52613,661,1
5274,63,43,PhD,60,99493,626,1
5275,21,0,PhD,31,41214,505,0
5276,63,38,HighSchool,54,63204,702,1
5277,36,14,PhD,42,23408,718,0
5278,69,50,Bachelors,60,114658,690,1
5279,18,0,Bachelors,55,51890,600,0
5280,69,51,PhD,46,115479,700,1
5281,37,14,Masters,52,43536,679,0
5282,45,22,Masters,25,50316,647,1
5283,58,38,Masters,28,82167,669,1
5284,60,36,PhD,57,113314,691,1
5285,57,35,PhD,57,97176,605,1
5286,66,44,Bachelors,54,80254,649,1
5287,62,40,PhD,22,72462,668,1
5288,23,2,Bachelors,59,10932,614,0
5289,47,28,Bachelors,33,62613,493,0
5290,31,7,PhD,53,32791,672,0
5291,68,43,PhD,54,75644,697,1
5292,52,29,Bachelors,50,80129,711,1
5293,42,24,Bachelors,29,105398,658,1
5294,48,23,Bachelors,37,53039,660,1
5295,65,47,PhD,31,80261,606,1
5296,32,10,Masters,60,45132,573,0
5297,39,15,Bachelors,32,55159,639,1
5298,69,44,PhD,22,92017,671,1
5299,39,16,PhD,33,56316,663,1
5300,47,26,Bachelors,30,33999,609,0
5301,69,44,HighSchool,39,77792,530,0
5302,20,0,Masters,41,15125,780,0
5303,51,30,PhD,49,63307,602,1
5304,24,0,PhD,55,257,609,0
5305,41,17,Masters,45,65260,593,0
5306,51,27,Masters,44,55832,612,1
5307,35,13,PhD,51,50650,602,1
5308,63,43,HighSchool,30,76353,742,1
5309,40,15,PhD,21,73403,659,1
5310,28,7,Masters,40,22945,603,0
5311,35,15,PhD,37,64265,664,1
5312,58,35,Bachelors,23,99888,735,1
5313,21,0,Bachelors,56,13783,642,0
5314,33,8,HighSchool,44,49409,689,0
5315,40,16,HighSchool,40,65849,594,0
5316,22,4,HighSchool,27,25886,686,0
5317,47,25,Bachelors,40,59447,658,1
5318,58,33,PhD,30,51971,644,1
5319,38,14,Masters,58,35211,690,0
5320,47,25,Masters,51,57883,704,1
5321,54,31,Masters,21,73786,610,1
5322,59,38,PhD,28,54450,611,1
5323,46,27,Masters,52,47220,760,0
5324,36,17,Bachelors,59,53114,684,1
5325,38,18,Masters,29,52239,626,1
5326,47,27,HighSchool,45,61936,624,1
5327,22,2,HighSchool,39,41275,591,0
5328,36,14,Masters,29,54933,667,1
5329,68,48,PhD,60,79822,714,1
5330,34,9,Bachelors,21,11291,640,0
5331,27,5,HighSchool,32,41863,590,0
5332,33,13,HighSchool,30,43662,592,0
5333,36,18,Bachelors,57,66638,764,1
5334,32,10,HighSchool,56,48769,693,0
5335,63,44,HighSchool,43,81357,549,0
5336,40,15,Masters,57,33708,604,0
5337,36,11,Masters,25,62311,766,1
5338,33,13,Masters,39,41991,666,0
5339,56,37,HighSchool,33,81906,540,0
5340,64,43,Masters,52,82983,573,0
5341,30,9,PhD,31,52463,603,1
5342,44,25,Bachelors,51,67178,779,1
5343,25,6,Bachelors,21,36537,553,0
5344,62,41,HighSchool,34,91435,664,1
5345,37,19,Bachelors,59,40392,634,0
5346,53,34,PhD,46,70046,712,1
5347,30,11,HighSchool,56,52763,636,1
5348,27,8,Bachelors,32,22511,813,0
5349,64,43,HighSchool,48,96580,637,1
5350,45,21,PhD,23,92528,640,1
5351,63,44,PhD,25,102133,657,1
5352,62,43,HighSchool,52,91791,572,0
5353,20,0,HighSchool,27,28792,697,0
5354,28,10,Bachelors,37,54316,633,1
5355,41,17,HighSchool,51,83889,718,1
5356,48,24,Masters,23,63805,577,0
5357,40,20,Masters,49,62126,672,1
5358,42,21,HighSchool,45,68470,657,1
5359,49,30,HighSchool,23,50331,784,1
5360,66,41,HighSchool,32,79991,558,0
5361,42,21,HighSchool,47,45860,696,0
5362,18,0,Masters,45,59130,578,0
5363,43,19,Bachelors,28,62481,645,1
5364,62,37,HighSchool,21,46024,654,0
5365,38,20,HighSchool,57,27959,654,0
5366,35,17,PhD,32,50023,698,1
5367,31,13,PhD,41,67915,572,0
5368,36,14,Bachelors,59,61008,619,1
5369,47,24,HighSchool,56,57302,651,1
5370,38,18,Masters,55,81383,611,1
5371,40,17,HighSchool,33,44918,626,0
5372,54,30,HighSchool,33,81775,608,1
5373,28,7,PhD,51,12039,609,0
5374,53,28,Bachelors,45,87831,556,0
5375,30,10,Bachelors,54,59724,655,1
5376,33,9,Masters,48,36690,695,0
5377,44,22,PhD,50,72460,630,1
5378,43,22,PhD,25,64265,701,1
5379,24,0,Masters,42,47741,591,0
5380,48,24,HighSchool,27,55752,733,1
5381,18,0,HighSchool,37,30982,678,0
5382,46,26,HighSchool,39,57277,544,0
5383,22,3,PhD,54,34692,672,0
5384,42,24,Bachelors,44,78051,688,1
5385,28,4,HighSchool,41,24254,742,0
5386,35,11,Masters,36,50825,712,1
5387,33,9,Masters,34,34504,650,0
5388,35,17,Bachelors,38,67965,576,0
5389,58,35,Masters,41,82372,596,0
5390,44,20,HighSchool,20,50212,658,1
5391,23,4,PhD,28,48148,748,0
5392,32,8,PhD,37,31840,551,0
5393,59,34,Bachelors,44,77225,601,1
5394,41,23,Masters,60,25657,709,0
5395,55,34,Masters,21,71041,556,0
5396,23,0,Masters,22,21113,642,0
5397,44,22,HighSchool,35,54015,734,1
5398,34,12,Bachelors,50,50918,633,1
5399,62,38,Bachelors,51,92988,622,1
5400,60,37,HighSchool,39,83666,562,0
5401,40,18,Masters,59,59185,576,0
5402,39,17,Bachelors,25,72754,636,1
5403,48,25,PhD,28,49401,656,0
5404,18,0,HighSchool,46,57974,626,1
5405,63,44,PhD,33,80516,727,1
5406,60,38,Masters,57,87927,705,1
5407,25,1,Bachelors,55,38932,691,0
5408,35,10,HighSchool,22,53981,674,1
5409,47,28,Bachelors,59,66670,749,1
5410,46,22,HighSchool,35,68423,664,1
5411,67,45,Masters,25,72218,519,0
5412,29,8,Masters,42,46142,528,0
5413,70,49,Bachelors,50,102844,725,1
5414,48,25,PhD,51,48231,610,0
5415,60,39,HighSchool,28,63756,681,1
5416,35,10,PhD,26,46251,593,0
5417,53,33,HighSchool,53,100736,516,0
5418,20,0,HighSchool,20,6386,657,0
5419,25,1,HighSchool,24,23641,717,0
5420,34,10,HighSchool,26,69344,649,1
5421,33,15,PhD,43,53765,609,1
5422,67,45,PhD,33,110502,617,1
5423,60,37,Bachelors,35,50915,652,1
5424,48,26,PhD,49,82763,652,1
5425,53,34,Bachelors,41,73758,713,1
5426,24,4,HighSchool,55,50262,571,0
5427,28,8,PhD,50,26680,609,0
5428,57,33,PhD,46,72229,610,1
5429,45,22,Bachelors,55,91059,644,1
5430,59,36,PhD,24,57553,688,1
5431,70,50,HighSchool,20,90628,610,1
5432,65,40,HighSchool,57,86808,637,1
5433,20,0,PhD,53,38969,565,0
5434,50,26,PhD,57,68945,668,1
5435,69,51,Bachelors,37,72171,647,1
5436,61,37,PhD,39,47051,614,0
5437,61,41,PhD,42,97655,678,1
5438,36,14,Masters,45,47037,684,0
5439,48,24,Masters,37,77012,700,1
5440,28,9,PhD,57,45606,728,0
5441,40,22,HighSchool,32,47005,761,0
5442,66,46,HighSchool,31,75782,666,1
5443,57,36,HighSchool,33,90588,731,1
5444,60,38,Masters,30,88424,630,1
5445,46,25,Bachelors,20,37839,578,0
5446,20,0,Masters,22,25414,600,0
5447,23,0,Masters,29,21515,605,0
5448,43,18,Masters,27,66329,727,1
5449,30,5,HighSchool,23,30263,585,0
5450,31,7,PhD,58,54735,630,1
5451,49,25,Bachelors,33,67792,648,1
5452,52,29,PhD,30,67560,531,0
5453,32,7,Bachelors,34,29247,650,0
5454,39,18,HighSchool,22,49349,700,0
5455,48,30,HighSchool,54,67645,593,0
5456,59,38,Masters,22,76804,722,1
5457,35,14,Bachelors,34,54523,619,1
5458,25,4,Masters,43,17146,720,0
5459,23,3,Masters,51,55179,587,0
5460,18,0,PhD,34,11519,684,0
5461,69,46,HighSchool,50,108749,621,1
5462,42,24,PhD,38,44183,730,0
5463,37,15,Bachelors,26,30840,726,0
5464,52,31,PhD,59,67064,584,0
5465,19,0,Bachelors,29,17409,594,0
5466,59,35,Masters,59,86551,757,1
5467,26,5,HighSchool,34,19714,591,0
5468,56,31,Bachelors,33,79772,682,1
5469,33,13,HighSchool,58,27796,642,0
5470,70,46,Masters,43,92261,545,0
5471,64,46,Bachelors,41,103508,655,1
5472,65,41,HighSchool,45,76231,610,1
5473,37,12,PhD,50,59894,682,1
5474,54,30,Bachelors,29,51545,625,1
5475,57,38,HighSchool,34,66345,642,1
5476,27,2,PhD,30,39036,700,0
5477,54,30,Bachelors,48,64947,737,1
5478,44,23,Masters,59,54815,730,1
5479,18,0,Masters,40,34902,594,0
5480,41,17,Masters,32,54636,660,1
5481,49,28,HighSchool,23,77796,760,1
5482,19,0,PhD,33,19269,696,0
5483,61,41,Masters,44,73181,585,0
5484,64,44,Bachelors,33,78810,731,1
5485,35,14,HighSchool,47,50149,643,1
5486,24,5,HighSchool,58,62281,655,1
5487,45,21,HighSchool,48,67365,783,1
5488,27,3,Masters,39,49805,614,0
5489,67,46,PhD,52,81898,701,1
5490,35,16,PhD,47,60652,531,0
5491,57,39,Bachelors,51,94847,691,1
5492,67,44,HighSchool,20,73255,763,1
5493,70,49,Masters,46,74583,686,1
5494,37,15,PhD,33,33069,479,0
5495,52,27,HighSchool,40,88880,772,1
5496,19,0,PhD,47,9223,821,0
5497,53,32,PhD,54,78450,593,0
5498,46,21,HighSchool,57,37597,629,0
5499,50,29,PhD,37,66231,704,1
5500,20,0,Masters,59,38659,669,0
5501,28,5,HighSchool,29,35856,733,0
5502,54,30,Masters,45,81423,486,0
5503,28,6,Bachelors,39,40573,599,0
5504,34,10,Masters,31,50940,649,1
5505,24,1,PhD,22,35623,575,0
5506,22,4,HighSchool,33,28462,702,0
5507,57,35,PhD,47,88760,650,1
5508,69,51,Bachelors,50,82966,693,1
5509,47,23,HighSchool,25,46490,670,0
5510,25,2,HighSchool,35,28928,522,0
5511,43,20,Masters,55,66176,543,0
5512,63,44,HighSchool,22,82399,592,0
5513,38,17,Bachelors,33,30099,746,0
5514,44,20,HighSchool,26,58964,572,0
5515,38,20,HighSchool,30,30443,586,0
5516,48,27,HighSchool,26,91307,642,1
5517,22,2,Masters,42,39138,625,0
5518,52,33,Masters,55,99532,689,1
5519,59,40,Masters,58,67468,611,1
5520,30,6,Masters,22,43524,605,0
5521,54,35,Bachelors,56,65107,689,1
5522,50,26,PhD,24,39909,659,0
5523,59,37,Bachelors,58,95699,561,0
5524,66,43,HighSchool,51,107240,596,0
5525,56,32,HighSchool,29,77387,638,1
5526,70,50,HighSchool,32,87024,714,1
5527,26,8,Masters,22,18026,505,0
5528,70,49,PhD,24,101566,618,1
5529,41,18,PhD,29,47885,597,0
5530,18,0,PhD,26,58316,715,1
5531,29,5,Bachelors,22,12879,523,0
5532,42,19,HighSchool,47,47596,745,0
5533,28,9,HighSchool,55,21565,705,0
5534,22,3,HighSchool,28,47448,566,0
5535,67,46,Bachelors,32,97176,672,1
5536,55,30,Bachelors,23,55162,667,1
5537,25,3,Masters,58,21087,693,0
5538,50,31,HighSchool,57,68230,554,0
5539,54,30,HighSchool,38,58669,699,1
5540,23,4,Bachelors,23,46314,546,0
5541,18,0,PhD,37,36905,485,0
5542,53,35,Masters,36,72312,522,0
5543,20,1,PhD,26,27867,776,0
5544,53,32,Masters,47,61699,628,1
5545,54,31,HighSchool,45,93287,657,1
5546,65,42,HighSchool,46,95001,555,0
5547,47,25,Masters,45,46057,686,0
5548,61,38,HighSchool,51,79881,745,1
5549,35,16,Masters,29,36734,561,0
5550,36,13,PhD,48,57884,625,1
5551,30,8,PhD,45,43453,554,0
5552,56,33,Bachelors,22,95378,743,1
5553,36,11,Bachelors,53,64167,641,1
5554,48,26,PhD,53,53160,787,1
5555,26,2,Bachelors,58,52925,485,0
5556,23,4,PhD,44,53570,734,1
5557,43,19,HighSchool,32,45856,729,0
5558,35,11,PhD,50,43663,620,0
5559,41,17,Bachelors,51,55002,520,0
5560,36,18,Bachelors,24,71012,571,0
5561,49,29,Bachelors,25,60544,611,1
5562,27,5,Bachelors,32,28237,703,0
5563,65,41,HighSchool,20,50613,634,1
5564,51,29,PhD,24,55143,659,1
5565,21,0,Bachelors,20,2956,541,0
5566,32,9,Bachelors,25,41149,682,0
5567,35,12,PhD,21,22445,806,0
5568,57,36,Masters,29,72282,686,1
5569,63,44,HighSchool,58,97472,670,1
5570,55,33,Masters,34,65725,527,0
5571,35,16,Masters,21,52085,568,0
5572,68,43,Bachelors,36,73225,531,0
5573,30,5,PhD,57,43749,610,0
5574,37,19,Bachelors,26,64838,617,1
5575,51,31,Bachelors,25,69010,745,1
5576,54,35,HighSchool,20,94235,618,1
5577,54,30,Bachelors,39,75720,711,1
5578,47,23,Bachelors,41,48937,710,0
5579,36,13,Bachelors,46,54749,756,1
5580,50,30,Bachelors,51,75120,614,1
5581,37,15,Bachelors,28,39936,613,0
5582,25,6,PhD,53,32290,543,0
5583,53,35,Masters,22,79973,644,1
5584,41,20,Bachelors,52,68174,640,1
5585,34,9,PhD,50,15214,711,0
5586,63,45,Bachelors,54,73389,626,1
5587,38,13,HighSchool,28,59943,677,1
5588,31,12,Bachelors,44,28404,617,0
5589,24,1,Bachelors,45,49874,723,0
5590,20,0,Masters,25,25876,823,0
5591,32,14,HighSchool,20,44906,622,0
5592,36,13,Bachelors,57,57542,558,0
5593,37,14,PhD,39,47150,696,0
5594,22,0,HighSchool,27,22327,589,0
5595,32,11,Masters,57,58507,632,1
5596,45,20,HighSchool,25,56031,653,1
5597,31,9,Bachelors,38,35743,739,0
5598,41,18,PhD,60,76352,686,1
5599,50,31,PhD,52,42827,747,0
5600,69,49,HighSchool,43,83929,632,1
5601,56,34,Bachelors,49,44514,710,0
5602,50,30,PhD,38,63456,639,1
5603,31,10,HighSchool,30,46368,693,0
5604,56,33,Masters,55,105961,686,1
5605,18,0,PhD,33,13361,469,0
5606,64,43,PhD,55,71892,667,1
5607,64,39,Masters,20,62543,662,1
5608,42,18,Masters,45,77434,658,1
5609,46,22,Bachelors,30,66994,580,0
5610,27,8,Bachelors,54,59608,716,1
5611,31,7,Bachelors,50,32423,631,0
5612,46,26,PhD,36,59294,602,1
5613,31,10,HighSchool,39,41212,584,0
5614,55,31,Bachelors,22,76091,608,1
5615,43,25,Masters,54,59672,690,1
5616,29,8,Masters,36,44167,711,0
5617,69,47,HighSchool,27,105985,628,1
5618,69,45,Masters,26,88422,694,1
5619,25,7,PhD,35,16654,671,0
5620,48,30,Masters,55,63773,490,0
5621,68,44,Masters,60,97164,640,1
5622,62,38,Masters,57,74377,703,1
5623,70,47,Masters,30,95516,673,1
5624,54,33,HighSchool,33,70763,578,0
